ID	Name	Start	End	Chromosome
NA	GPRC5D	13093708	13105081	12
NA	AC007688.2	13115233	13116473	12
NA	SNORD88	13124986	13125077	12
NA	HEBP1	13127797	13153207	12
NA	HTR7P1	13153353	13157764	12
NA	AC023790.2	13153384	13193613	12
NA	AC023790.1	13174193	13174540	12
NA	FAM234B	13197217	13295455	12
NA	GSG1	13236493	13256617	12
NA	EMP1	13349649	13372873	12
NA	LINC01559	13524022	13540101	12
NA	GRIN2B	13590875	14134891	12
NA	RNA5SP353	13593817	13593935	12
NA	RNU6-590P	13612603	13612710	12
NA	AC007527.1	13679787	13700516	12
NA	AC007527.2	13693164	13697474	12
NA	AC007535.1	13740813	13740918	12
NA	RN7SKP162	13836475	13836820	12
NA	AC092470.1	14322679	14322811	12
NA	AC135001.1	14344935	14345218	12
NA	RN7SL46P	14366027	14366299	12
NA	AC092112.1	14369523	14374231	12
NA	MRPS18CP4	14390024	14390255	12
NA	RNU6-491P	14403165	14403275	12
NA	GNAI2P1	14407845	14408160	12
NA	RN7SL676P	14464276	14464549	12
NA	RPL30P11	14509775	14518437	12
NA	ATF7IP	14518565	14655869	12
NA	PLBD1	14656594	14721283	12
NA	AC008114.1	14683084	14686163	12
NA	RN7SKP134	14706635	14706904	12
NA	PLBD1-AS1	14720683	14772689	12
NA	GUCY2C	14765565	14849519	12
NA	AC010168.1	14818588	14910897	12
NA	AC010168.2	14915437	14920865	12
NA	HIST4H4	14920932	14924065	12
NA	H2AFJ	14927316	14930936	12
NA	WBP11	14937512	14956474	12
NA	C12orf60	14956505	15059520	12
NA	SMCO3	14957583	14967116	12
NA	ART4	14978502	14996429	12
NA	AC007655.1	14994025	14997642	12
NA	MGP	15034114	15038860	12
NA	ERP27	15066968	15092016	12
NA	ARHGDIB	15094950	15114662	12
NA	PDE6H	15125955	15134799	12
NA	LINC01489	15154766	15159617	12
NA	RERG	15260716	15501609	12
NA	RERG-IT1	15265296	15267632	12
NA	RERG-AS1	15304856	15308217	12
NA	METTL8P1	15408146	15408757	12
NA	PTPRO	15475330	15750333	12
NA	AC092183.1	15592460	15593335	12
NA	EPS8	15773091	16035263	12
NA	RNU6-251P	15824640	15824744	12
NA	AC073651.1	15933001	15935054	12
NA	AC073651.2	15956097	15957092	12
NA	AC073651.3	15966426	15981208	12
NA	STRAP	16035324	16056412	12
NA	DERA	16064105	16190216	12
NA	EGLN3P1	16124823	16125543	12
NA	SLC15A5	16341418	16430619	12
NA	MGST1	16500075	16762193	12
NA	SUPT16HP1	16552207	16555340	12
NA	AC007528.1	16562188	16562265	12
NA	AC007552.1	16666378	16667305	12
NA	LMO3	16701306	16763528	12
NA	AC007552.2	16720344	16726874	12
NA	AC007529.2	16814699	16941309	12
NA	AC007529.1	16846733	16848911	12
NA	AC023512.1	17142059	17142870	12
NA	EEF1A1P16	17143603	17145017	12
NA	RNU6-837P	17224331	17224439	12
NA	RPL7P40	17274649	17275394	12
NA	PSMC1P8	17536285	17537581	12
NA	TIMM17BP1	17553332	17553848	12
NA	LINC02378	17662286	17742926	12
NA	AC087321.1	17742190	17768397	12
NA	Y_RNA	17863867	17863980	12
NA	RERGL	18233802	18473041	12
NA	PIK3C2G	18400547	18801350	12
NA	NDFIP1P1	18511376	18511901	12
NA	AC092851.1	18577596	18578074	12
NA	ZKSCAN7P1	18645984	18646657	12
NA	PLCZ1	18836102	18890991	12
NA	PSMC1P9	18845695	18847030	12
NA	AC087242.1	18867728	18890812	12
NA	CAPZA3	18891034	18892121	12
NA	RPL7P6	19242084	19242822	12
NA	MEF2BNBP1	19260787	19261117	12
NA	PLEKHA5	19282685	19529334	12
NA	AC092828.1	19300007	19307593	12
NA	RN7SL459P	19329224	19329523	12
NA	RN7SL67P	19456413	19456710	12
NA	AEBP2	19556978	19873735	12
NA	PDCD5P1	19566086	19566395	12
NA	AC091805.2	19571860	19572095	12
NA	RNU6-254P	19598882	19598989	12
NA	EEF1A1P4	19609177	19610582	12
NA	AC091805.1	19661837	19662179	12
NA	RNU1-146P	19877368	19877533	12
NA	AC024901.1	19928384	20162871	12
NA	TCP1P3	20094454	20095952	12
NA	AC087237.1	20125798	20125915	12
NA	LINC02398	20167713	20251802	12
NA	LINC02468	20273913	20282747	12
NA	AC129102.1	20514665	20523196	12
NA	PDE3A	20522178	20837315	12
NA	UBE2L2	20602588	20603017	12
NA	AC112777.1	20704523	20705946	12
NA	SLCO1C1	20848288	20906320	12
NA	SLCO1B3	20963635	21069845	12
NA	AC011604.2	20968607	21243179	12
NA	AC011604.1	20997998	20998194	12
NA	SLCO1B7	21168629	21245679	12
NA	AC022335.1	21200112	21329829	12
NA	SLCO1B1	21284135	21392180	12
NA	SLCO1A2	21417533	21572528	12
NA	IAPP	21507892	21532912	12
NA	PYROXD1	21590548	21624186	12
NA	ELOCP31	21600478	21601248	12
NA	RECQL	21621844	21654603	12
NA	GOLT1B	21654714	21671342	12
NA	SPX	21679240	21690311	12
NA	GYS2	21689122	21757781	12
NA	LDHB	21788275	21910791	12
NA	AC010197.1	21815246	21912966	12
NA	AC010185.1	21912913	21919639	12
NA	KCNJ8	21917888	21928515	12
NA	ABCC9	21950334	22095463	12
NA	AC008250.1	21980143	22040891	12
NA	AC008250.2	21981293	21981498	12
NA	AC092862.1	22161281	22161814	12
NA	CMAS	22199107	22218608	12
NA	ST8SIA1	22216706	22589975	12
NA	AC007671.1	22257424	22258254	12
NA	AC007671.2	22269562	22287785	12
NA	RNU1-149P	22348402	22348563	12
NA	AC087318.1	22548021	22551009	12
NA	C2CD5	22601516	22697480	12
NA	AC053513.1	22613452	22616848	12
NA	LRRC34P1	22726358	22728039	12
NA	AC087241.2	22749161	22749485	12
NA	AC087241.1	22754358	22771801	12
NA	AC087241.3	22762161	22777949	12
NA	ETNK1	22778008	22843599	12
NA	AC087241.4	22791397	22791877	12
NA	AC084816.1	22852792	23327059	12
NA	RPS27P22	22875162	22875403	12
NA	AC084819.1	22895515	22896025	12
NA	AC087258.1	23252301	23344521	12
NA	AC087258.2	23261391	23261427	12
NA	AC087235.1	23334267	23404433	12
NA	SOX5	23682433	24103966	12
NA	AC087260.1	23790906	23791421	12
NA	MIR920	24365354	24365429	12
NA	AC069208.1	24366189	24715524	12
NA	SOX5-AS1	24376204	24390899	12
NA	LINC00477	24719897	24737102	12
NA	KNOP1P1	24736494	24737483	12
NA	AC087312.1	24795620	24796100	12
NA	AC023796.1	24857498	24927147	12
NA	RN7SL38P	24859721	24860015	12
NA	BCAT1	24962955	25102393	12
NA	AC023796.2	24983354	24989492	12
NA	AC026310.3	25055242	25057615	12
NA	AC026310.1	25055242	25057615	12
NA	AC026310.2	25102096	25113092	12
NA	AC026310.1	25120060	25120438	12
NA	C12orf77	25146357	25159337	12
NA	LRMP	25157275	25261268	12
NA	CENPUP2	25245648	25246834	12
NA	AC023510.1	25249801	25253914	12
NA	AC023510.2	25256057	25256803	12
NA	CASC1	25261353	25348096	12
NA	ETFRF1	25348149	25362579	12
NA	KRAS	25357722	25403870	12
NA	AC092794.1	25363585	25364167	12
NA	AC092794.2	25378036	25378599	12
NA	AC087239.1	25381514	25390840	12
NA	RNU4-67P	25557221	25557362	12
NA	AC092451.1	25562226	25562379	12
NA	LMNTD1	25562240	25801513	12
NA	AC092451.3	25576533	25577876	12
NA	AC092451.2	25588514	25589172	12
NA	TUBB4BP1	25593808	25593986	12
NA	AC022367.1	25738927	25745862	12
NA	RN7SKP262	25932220	25932503	12
NA	AC019209.3	25935639	25967105	12
NA	TDGP1	25956231	25957460	12
NA	AC019209.2	25984349	25987116	12
NA	AC019209.1	26035887	26038788	12
NA	RASSF8-AS1	26092261	26112698	12
NA	RASSF8	26111961	26232825	12
NA	BHLHE41	26272958	26278060	12
NA	SSPN	26274923	26452223	12
NA	AC022509.3	26278087	26279550	12
NA	AC022509.2	26364096	26488789	12
NA	AC022509.1	26383751	26472653	12
NA	AC022509.4	26426261	26426833	12
NA	AC055720.1	26468647	26470746	12
NA	AC024145.1	26471885	26574395	12
NA	AC055720.2	26488796	26489883	12
NA	ITPR2	26489447	26986131	12
NA	RNA5SP354	26526530	26526666	12
NA	AC023051.1	26776301	26802412	12
NA	AC023051.2	26953775	26954235	12
NA	INTS13	27058113	27091259	12
NA	FGFR1OP2	27091315	27119583	12
NA	AC024896.1	27124518	27132515	12
NA	TM7SF3	27126127	27167367	12
NA	AC024896.1	27138866	27138918	12
NA	MED21	27175478	27219276	12
NA	AC092747.4	27190032	27191893	12
NA	C12orf71	27233990	27235447	12
NA	AC092747.3	27246855	27247156	12
NA	AC092747.1	27258083	27314326	12
NA	AC092747.2	27274842	27300597	12
NA	STK38L	27396900	27478892	12
NA	ARNTL2	27485786	27578222	12
NA	ARNTL2-AS1	27542721	27599558	12
NA	SMCO2	27619742	27655118	12
NA	RARSP1	27649869	27651522	12
NA	PPFIBP1	27676363	27848497	12
NA	AC087257.1	27699982	27705706	12
NA	AC087257.2	27745393	27746972	12
NA	AC009509.3	27761665	27761979	12
NA	AC009509.1	27849320	27863703	12
NA	REP15	27849451	27850529	12
NA	AC009509.4	27852998	27853507	12
NA	HMGB1P49	27855270	27855839	12
NA	AC009509.2	27857500	27861298	12
NA	MRPS35	27863705	27909228	12
NA	Y_RNA	27905806	27905919	12
NA	MANSC4	27915670	27924209	12
NA	AC009511.2	27932753	27934000	12
NA	KLHL42	27932952	27955973	12
NA	AC009511.1	27951573	27953641	12
NA	RN7SKP15	27959014	27959323	12
NA	AC008011.1	28088455	28088682	12
NA	PTHLH	28111016	28125638	12
NA	AC008011.2	28111449	28122746	12
NA	CCDC91	28286181	28734444	12
NA	AC022364.1	28316230	28343671	12
NA	AC022364.2	28317890	28318595	12
NA	AC022079.2	28338557	28339123	12
NA	AC022079.1	28389159	28389761	12
NA	RNU4-54P	28472267	28472396	12
NA	RNA5SP355	28658326	28658461	12
NA	AC084754.1	28717610	28718074	12
NA	AC022081.1	28974907	28978764	12
NA	AC024255.1	29131516	29131618	12
NA	AC012150.1	29273715	29273815	12
NA	AC012150.1	29296128	29301608	12
NA	FAR2	29302035	29493913	12
NA	AC012150.2	29309380	29309924	12
NA	AC009318.4	29430329	29430815	12
NA	AC009318.1	29433350	29470781	12
NA	AC009318.3	29484366	29484869	12
NA	AC009318.2	29485665	29486316	12
NA	ERGIC2	29490284	29534122	12
NA	OVCH1-AS1	29542221	29640421	12
NA	OVCH1	29565406	29650619	12
NA	TMTC1	29653772	29937692	12
NA	AC009320.1	29672663	29682907	12
NA	RPL21P99	29811308	29811731	12
NA	U3	30052835	30052940	12
NA	AC023511.2	30322813	30323024	12
NA	AC023511.1	30353915	30370849	12
NA	LINC02386	30383711	30449640	12
NA	AC078776.2	30458997	30460544	12
NA	RNA5SP356	30459363	30459457	12
NA	AC078776.1	30473766	30474550	12
NA	AC026371.1	30607851	30645235	12
NA	IPO8	30781921	30848920	12
NA	CAPRIN2	30862485	30907885	12
NA	AC010198.1	30908007	30933673	12
NA	LINC00941	30948614	30955645	12
NA	AC010198.2	31014854	31015113	12
NA	TSPAN11	31079361	31149534	12
NA	AC008013.1	31131242	31158945	12
NA	AC008013.2	31165436	31168740	12
NA	DDX11-AS1	31173696	31226781	12
NA	DDX11	31226778	31257725	12
NA	SNORA75	31229800	31229950	12
NA	AC008013.3	31258038	31259764	12
NA	AC024940.1	31264585	31359088	12
NA	AC024940.4	31397373	31397619	12
NA	AC024940.2	31404925	31405531	12
NA	MREGP1	31407294	31407379	12
NA	AC024940.5	31433355	31433829	12
NA	FAM60A	31433517	31479992	12
NA	snoU13	31456650	31456750	12
NA	AC024940.3	31464550	31464963	12
NA	FLJ13224	31477249	31478763	12
NA	LINC02387	31516414	31522235	12
NA	RNU6-318P	31519221	31519300	12
NA	DENND5B	31535156	31744031	12
NA	RNU6-618P	31549323	31549435	12
NA	AC068792.1	31596725	31597142	12
NA	snoU13	31603103	31603207	12
NA	AC022080.1	31617995	31618776	12
NA	AC022080.3	31630439	31630921	12
NA	Y_RNA	31659236	31659338	12
NA	AC022080.2	31687648	31688181	12
NA	DENND5B-AS1	31742856	31768600	12
NA	RNU5F-4P	31747026	31747140	12
NA	RPL31P50	31750047	31750343	12
NA	AK4P3	31768704	31769373	12
NA	ETFBKMT	31800093	31826048	12
NA	AMN1	31824070	31882108	12
NA	AC023157.1	31866683	31866782	12
NA	STMN1P1	31868275	31868715	12
NA	AC023157.3	31882050	31884138	12
NA	AC023157.2	31901033	31901174	12
NA	AC023157.1	31907653	31908055	12
NA	H3F3C	31944118	31945175	12
NA	RNU6-1069P	31955891	31956024	12
NA	SNORA25	31964021	31964124	12
NA	AC023050.2	32005954	32006341	12
NA	LINC02422	32030012	32040137	12
NA	AC023050.3	32046303	32046636	12
NA	AC023050.1	32050753	32051057	12
NA	AC023050.1	32068569	32068641	12
NA	RPL12P32	32101267	32101761	12
NA	AC023050.4	32106822	32108202	12
NA	KIAA1551	32112303	32146041	12
NA	AC016957.2	32153308	32154156	12
NA	AC016957.1	32160060	32160369	12
NA	AC048344.2	32225667	32225814	12
NA	AC048344.3	32253418	32253669	12
NA	AC048344.1	32257050	32260462	12
NA	BICD1	32259768	32536567	12
NA	AC048344.4	32262009	32262536	12
NA	AC016954.1	32380343	32381088	12
NA	AC026356.1	32492301	32493658	12
NA	AC026356.2	32505282	32507078	12
NA	Y_RNA	32548983	32549081	12
NA	FGD4	32552462	32798984	12
NA	RNU6-494P	32630315	32630405	12
NA	DNM1L	32832133	32898584	12
NA	AC084824.2	32845437	32845782	12
NA	Y_RNA	32858336	32858440	12
NA	AC084824.5	32878181	32878594	12
NA	AC084824.1	32879316	32880321	12
NA	YARS2	32880423	32908836	12
NA	AC084824.3	32881102	32881958	12
NA	AC084824.4	32889863	32890594	12
NA	PKP2	32943678	33049774	12
NA	AC087588.2	32973075	32973501	12
NA	AC087588.1	33016051	33016367	12
NA	AC087311.1	33138771	33140004	12
NA	AC087311.2	33141696	33146688	12
NA	AC026357.1	33194658	33194755	12
NA	SNORD112	33515517	33515590	12
NA	SYT10	33527172	33592754	12
NA	AC023158.1	33557806	33558831	12
NA	AC023158.1	33565464	33565546	12
NA	AC023158.2	33585245	33585788	12
NA	AC016956.1	33607279	33608387	12
NA	RNU6-400P	33729029	33729135	12
NA	AC024153.1	33870787	33871152	12
NA	RNU6-472P	34076308	34076415	12
NA	Y_RNA	34135399	34135501	12
NA	ALG10	34175215	34182629	12
NA	AC046130.1	34175215	34199352	12
NA	AC046130.1	34180202	34180297	12
NA	AC046130.2	34190372	34209675	12
NA	AC140847.1	34302773	34315173	12
NA	AC140847.3	34315411	34316377	12
NA	TUBB8P4	34317707	34319889	12
NA	AC140847.2	34344213	34371788	12
NA	5S_rRNA	34358633	34358752	12
NA	DUX4L27	34361349	34362610	12
NA	AK6P1	34402415	34402893	12
NA	RP11-125N22.4	37935813	37936188	12
NA	RP11-125N22.3	37938086	37938386	12
NA	RP11-125N22.1	37938408	37938600	12
NA	ZNF970P	37969388	37970186	12
NA	AK6P2	38472330	38472801	12
NA	CLUHP8	38475847	38481194	12
NA	RNA5SP358	38555267	38555384	12
NA	RNA5SP359	38557204	38557317	12
NA	TUBB8P5	38595367	38597594	12
NA	AC117372.1	38598899	38599811	12
NA	NF1P12	38600032	38600994	12
NA	Y_RNA	38668249	38668351	12
NA	ALG10B	38710379	38723530	12
NA	AC117372.1	38715367	38715462	12
NA	AC087897.1	38866645	38866722	12
NA	AC087897.1	38926696	38926852	12
NA	AC087897.2	38937978	38983614	12
NA	CPNE8	39040623	39301232	12
NA	AC067735.1	39300252	39303394	12
NA	AC067735.1	39307041	39307128	12
NA	AC018448.2	39388604	39390684	12
NA	AC018448.1	39451829	39453735	12
NA	LINC02406	39481514	39486676	12
NA	AC084373.1	39564447	39564682	12
NA	KIF21A	39687029	39837192	12
NA	AC121334.1	39836849	39836918	12
NA	AC121334.1	39860243	39861147	12
NA	AC121334.2	39933382	39933653	12
NA	ABCD2	39943834	40013553	12
NA	C12orf40	40019968	40302102	12
NA	SLC2A13	40148822	40499891	12
NA	AC121336.1	40200896	40200976	12
NA	SNORA22	40213551	40213685	12
NA	RPL30P13	40462044	40462392	12
NA	LINC02555	40534727	40536678	12
NA	LINC02471	40549914	40605221	12
NA	AC079630.1	40579810	40618717	12
NA	LRRK2	40590545	40763087	12
NA	AC084290.1	40680090	40680464	12
NA	MUC19	40787196	40964634	12
NA	AC107023.1	40789654	40837649	12
NA	RNU6-713P	40947962	40948069	12
NA	CNTN1	41086243	41466220	12
NA	AC016144.1	41122612	41123699	12
NA	AC015540.1	41372545	41373046	12
NA	PDZRN4	41582249	41968392	12
NA	AC090531.1	41803268	41867312	12
NA	RNA5SP360	42052477	42052595	12
NA	MTND2P17	42092296	42092984	12
NA	MTND1P24	42093192	42094053	12
NA	LINC02400	42157990	42159383	12
NA	AC090630.1	42223699	42326394	12
NA	AC006197.1	42305057	42306014	12
NA	AC023513.1	42463736	42464427	12
NA	AC023513.1	42473562	42473684	12
NA	GXYLT1	42475646	42538681	12
NA	YAF2	42550905	42632151	12
NA	AC020629.1	42624049	42628075	12
NA	PPHLN1	42632248	42853517	12
NA	RN7SL10P	42636016	42636316	12
NA	AC020629.1	42680712	42682362	12
NA	ZCRB1	42705879	42719920	12
NA	SNORA74	42740862	42741016	12
NA	AC079684.1	42755068	42755505	12
NA	RNU6-249P	42792351	42792453	12
NA	AC079601.2	42825466	42827159	12
NA	Y_RNA	42848521	42848623	12
NA	PRICKLE1	42850558	42984157	12
NA	AC079601.1	42853167	42859930	12
NA	AC079600.3	42879154	42883821	12
NA	LINC02402	43009304	43040300	12
NA	AC079600.2	43020809	43020939	12
NA	AC079600.1	43030616	43030913	12
NA	LINC02451	43040384	43080503	12
NA	RPS27P21	43072674	43072926	12
NA	LINC02450	43086017	43110921	12
NA	AC068802.1	43323650	43324382	12
NA	AC012038.2	43359924	43361156	12
NA	AC012038.1	43373056	43390289	12
NA	MRPS36P5	43447891	43448189	12
NA	LINC02461	43549117	43556913	12
NA	AC079603.1	43685297	43685383	12
NA	ADAMTS20	43747668	43945724	12
NA	AC090525.1	43954586	43955100	12
NA	AC090525.2	43963571	43965841	12
NA	AC090525.3	44026895	44027084	12
NA	EEF1A1P17	44053629	44054904	12
NA	PUS7L	44112795	44152620	12
NA	AC093012.1	44130430	44134870	12
NA	IRAK4	44152746	44183346	12
NA	TWF1	44187525	44200178	12
NA	TMEM117	44229769	44783545	12
NA	ZNF75BP	44402422	44403946	12
NA	AC025030.2	44638176	44657765	12
NA	AC025030.1	44642214	44642787	12
NA	AC025253.1	44892398	44892941	12
NA	NELL2	44902057	45315631	12
NA	Y_RNA	45274650	45274752	12
NA	DBX2	45408454	45444882	12
NA	AC008127.1	45444683	45496890	12
NA	RACGAP1P	45457255	45459134	12
NA	AC008127.2	45465551	45466626	12
NA	RNA5SP361	45511553	45511671	12
NA	PLEKHA8P1	45566846	45609824	12
NA	AC009248.1	45594599	45595334	12
NA	ANO6	45609769	45834187	12
NA	AC009248.2	45650255	45650509	12
NA	AC063924.1	45838548	45839221	12
NA	AC079950.1	45875653	46004403	12
NA	RNU6-671P	45948372	45948442	12
NA	AC008124.1	46111828	46121558	12
NA	ARID2	46123447	46301823	12
NA	AC009464.1	46182971	46183440	12
NA	RN7SL246P	46267811	46268111	12
NA	KNOP1P2	46274732	46276049	12
NA	SCAF11	46312913	46385903	12
NA	AC084878.1	46397820	46398468	12
NA	SLC38A1	46576845	46663800	12
NA	AC025031.3	46632888	46633256	12
NA	SLC38A2	46751971	46766650	12
NA	AC025031.2	46765245	46767561	12
NA	AC008014.1	46777461	47269942	12
NA	AC025031.1	46778015	46780774	12
NA	AC025031.4	46782638	46785909	12
NA	AC025031.5	46798426	46800949	12
NA	AC008035.1	46931284	47046333	12
NA	OR7A19P	46986355	46987088	12
NA	MARK3P1	47075853	47076496	12
NA	SLC38A4	47158543	47226191	12
NA	AC079906.1	47364286	47365938	12
NA	AMIGO2	47469489	47473734	12
NA	PCED1B	47473385	47630445	12
NA	AC119044.1	47529280	47532153	12
NA	MIR4698	47581594	47581674	12
NA	PCED1B-AS1	47599680	47610239	12
NA	AC008083.1	47631516	47672804	12
NA	AC008083.3	47641906	47651322	12
NA	AC008083.4	47659447	47659891	12
NA	AC008083.2	47735396	47735872	12
NA	SNORA64	47739948	47740080	12
NA	LINC02416	47747536	47763718	12
NA	MIR4494	47757968	47758052	12
NA	LINC02156	47808790	47813962	12
NA	ADI1P3	47856869	47857404	12
NA	AC003686.1	47878471	47879505	12
NA	AC004486.1	47986990	47987223	12
NA	RPAP3	48055031	48099844	12
NA	AC004241.3	48093183	48093700	12
NA	AC004241.1	48099867	48136077	12
NA	ENDOU	48103516	48119350	12
NA	AC004241.5	48121933	48124381	12
NA	AC004241.2	48125690	48126134	12
NA	RAPGEF3	48128149	48164823	12
NA	SLC48A1	48147698	48176536	12
NA	AC004241.4	48162311	48163431	12
NA	HDAC7	48176504	48226915	12
NA	AC004466.1	48178705	48179785	12
NA	AC004466.3	48182208	48182754	12
NA	AC004466.2	48211233	48211749	12
NA	LINC02354	48220636	48231681	12
NA	VDR	48235319	48336831	12
NA	AC121338.1	48276431	48295308	12
NA	AC121338.2	48298904	48300648	12
NA	AC004801.7	48354279	48357252	12
NA	TMEM106C	48357351	48362661	12
NA	COL2A1	48366747	48398269	12
NA	AC004801.5	48399059	48405010	12
NA	AC004801.4	48405086	48419252	12
NA	AC004801.3	48413553	48419165	12
NA	AC004801.6	48433566	48434544	12
NA	SENP1	48436680	48500091	12
NA	AC004801.2	48448595	48449374	12
NA	RNU6-1203P	48475101	48475211	12
NA	AC004801.1	48478844	48479204	12
NA	PFKM	48498921	48540187	12
NA	ASB8	48541570	48574996	12
NA	AC074029.3	48546599	48546911	12
NA	AC074029.2	48554027	48554661	12
NA	PHBP18	48562629	48563442	12
NA	AC074029.1	48565372	48567136	12
NA	CCDC184	48577366	48579709	12
NA	AC074029.4	48583131	48584990	12
NA	AC024257.3	48592169	48595814	12
NA	OR10AD1	48595865	48597170	12
NA	AC024257.1	48624880	48677993	12
NA	AC024257.5	48721724	48722255	12
NA	H1FNT	48722762	48724062	12
NA	AC024257.2	48727537	48727684	12
NA	ZNF641	48730962	48745197	12
NA	AC090115.1	48744727	48836194	12
NA	OR5BK1P	48749574	48750397	12
NA	AC024257.4	48754702	48755160	12
NA	AC024257.1	48759918	48761738	12
NA	AC090115.3	48779199	48780048	12
NA	AC090115.2	48788292	48789175	12
NA	AC090115.4	48810932	48811120	12
NA	OR8T1P	48835812	48836730	12
NA	ANP32D	48866447	48867407	12
NA	C12orf54	48876285	48890295	12
NA	AC089987.3	48877069	48894744	12
NA	RPS10P20	48881728	48882191	12
NA	AC089987.1	48901136	48923680	12
NA	OR8S1	48919414	48921886	12
NA	AC089987.2	48953664	48956739	12
NA	LALBA	48961466	48963849	12
NA	OR11M1P	49021670	49022565	12
NA	KANSL2	49047183	49076021	12
NA	SNORA34	49048164	49048301	12
NA	SNORA2A	49050430	49050565	12
NA	SNORA2B	49061239	49061376	12
NA	CCNT1	49082240	49110781	12
NA	TEX49	49121217	49159569	12
NA	AC117498.1	49159976	49161106	12
NA	ADCY6	49159976	49182820	12
NA	MIR4701	49165757	49165820	12
NA	AC117498.2	49182929	49184318	12
NA	AC117498.3	49194358	49194869	12
NA	Y_RNA	49203693	49203799	12
NA	CACNB3	49207576	49222724	12
NA	DDX23	49223546	49246625	12
NA	RND1	49250927	49259681	12
NA	RNU6-600P	49285912	49286011	12
NA	AC073610.1	49297200	49297596	12
NA	AC073610.3	49297285	49351148	12
NA	CCDC65	49297892	49325623	12
NA	FKBP11	49315300	49320257	12
NA	AC073610.2	49315745	49333446	12
NA	Y_RNA	49321721	49321816	12
NA	ARF3	49329505	49351334	12
NA	snoU13	49354520	49354619	12
NA	WNT10B	49359122	49365546	12
NA	RNU6-940P	49369325	49369429	12
NA	WNT1	49372235	49375459	12
NA	DDN	49388931	49393092	12
NA	AC011603.3	49388932	49390117	12
NA	DDN-AS1	49392149	49413018	12
NA	PRKAG1	49396056	49412980	12
NA	KMT2D	49412757	49453557	12
NA	RHEBL1	49458467	49463808	12
NA	AC011603.4	49468821	49469585	12
NA	DHH	49483203	49488602	12
NA	AC011603.1	49483990	49487095	12
NA	LMBR1L	49490333	49504683	12
NA	TUBA1B	49521564	49525180	12
NA	AC011603.2	49521564	49541652	12
NA	Y_RNA	49526635	49526730	12
NA	TUBA1A	49578578	49583107	12
NA	TUBA1C	49582518	49668386	12
NA	AC010173.1	49626572	49658539	12
NA	AC125611.3	49658938	49667089	12
NA	AC125611.4	49686413	49718359	12
NA	PRPH	49687034	49692469	12
NA	TROAP	49717018	49725514	12
NA	C1QL4	49726193	49730971	12
NA	DNAJC22	49740699	49751329	12
NA	SPATS2	49760366	49921207	12
NA	AC125611.2	49783298	49783945	12
NA	AC125611.1	49836206	49836435	12
NA	KCNH3	49932939	49952091	12
NA	MCRS1	49950326	49961936	12
NA	PRPF40B	49962000	50038449	12
NA	AC020612.3	49970622	49971288	12
NA	FAM186B	49976667	49999422	12
NA	RNU6-834P	49986886	49986996	12
NA	POLR2KP1	49987873	49988041	12
NA	AC020612.1	49988930	49989471	12
NA	HIGD1AP9	50013116	50013395	12
NA	FMNL3	50030281	50101948	12
NA	TMBIM6	50101507	50158717	12
NA	AC020612.2	50103019	50103119	12
NA	LSM6P2	50164742	50164919	12
NA	NCKAP5L	50184928	50222533	12
NA	BCDIN3D-AS1	50222324	50234926	12
NA	BCDIN3D	50229821	50236912	12
NA	AC131157.1	50254989	50259585	12
NA	RPL35AP28	50256955	50257286	12
NA	FAIM2	50260678	50298000	12
NA	LINC02396	50302664	50305646	12
NA	LINC02395	50305735	50324103	12
NA	AQP2	50344523	50352664	12
NA	AC025154.2	50345294	50356707	12
NA	AC025154.1	50348421	50349908	12
NA	AQP5	50355652	50359464	12
NA	AQP6	50360976	50370922	12
NA	RACGAP1	50370705	50426919	12
NA	ASIC1	50451330	50477394	12
NA	SMARCD1	50478754	50494495	12
NA	GPD1	50497601	50505102	12
NA	COX14	50505761	50514240	12
NA	AC074032.1	50505979	50559401	12
NA	CERS5	50523088	50561316	12
NA	LIMA1	50569570	50677329	12
NA	AC008147.2	50579362	50585146	12
NA	AC008147.3	50611444	50612126	12
NA	AC008147.1	50613386	50623767	12
NA	MIR1293	50627924	50627995	12
NA	RNU6-1093P	50650020	50650127	12
NA	AC008147.2	50678448	50678545	12
NA	AC008147.4	50680026	50683014	12
NA	AC008147.1	50683976	50684073	12
NA	AC140061.11	50684743	50684840	12
NA	AC140061.10	50688916	50689013	12
NA	AC140061.12	50690488	50691718	12
NA	AC140061.9	50695576	50695673	12
NA	AC140061.8	50697569	50697669	12
NA	AC140061.7	50698424	50698530	12
NA	AC140061.1	50706111	50706217	12
NA	AC140061.6	50706429	50706526	12
NA	AC140061.5	50707797	50707894	12
NA	AC140061.4	50710005	50710100	12
NA	AC140061.3	50710652	50710749	12
NA	AC140061.2	50711461	50711558	12
NA	FAM186A	50720012	50790405	12
NA	AC090058.1	50759434	50759869	12
NA	LARP4	50786165	50873787	12
NA	DIP2B	50898767	51142450	12
NA	RNU6-769P	51027055	51027159	12
NA	RNU6-238P	51050755	51050861	12
NA	Y_RNA	51137350	51137467	12
NA	AC013244.1	51150674	51151216	12
NA	ATF1	51157492	51214905	12
NA	AC013244.2	51200117	51200220	12
NA	RN7SL519P	51235282	51235612	12
NA	TMPRSS12	51236702	51281667	12
NA	AC013244.3	51241707	51242095	12
NA	METTL7A	51317254	51326300	12
NA	AC008121.2	51328724	51329247	12
NA	Y_RNA	51333709	51333809	12
NA	AC008121.1	51342899	51343167	12
